ResponseId,UserLanguage,Q1,Q2,Q2_Origin,Q3,Q4,Q5_1,Q5_2,Q5_3,Q6,Economic_Food,Culture_Recreation,Culture_MentalHealth_Wellbeing,Economic_Transport,Economic_RenewableEnergy,Economic_RawMaterial,Culture_Aesthetics,Culture_SenseofIdentity,Economic_OilandGas,Culture_HistoryandHeritage,Q6b,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9,Q9b,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q13,Q14,Q14,CountryIncomeLevel,Q15,Q15b,Q16,Q17,Q17b,Q18,Q18b
R_2YXmFNmCJMfyPXy,FR,4,3,3,3,4,Melting glaciers ,Effects on the vegetation,,"1,2,10",1,1,0,0,0,0,1,0,0,0,,4,5,5,5,5,5,5,3,5,4,4,5,4,5,2,5,1,5,5,3,"3,8,9",,"1,5,7",3,3,3,3,3,3,3,3,3,4,5,3,4,4,3,5,4,4,4,4,2,14,France,High income,2,,6,2,,3,
R_RrU5e0m4OsnqkTL,FR,5,3,3,4,3,Climatic disturbance,Migration due to climate hazards,Lack or too much water,"1,5,8",1,0,0,0,0,0,0,0,0,0,,5,5,5,4,4,5,5,4,5,5,5,5,5,5,1,5,1,5,5,5,"6,7,8",,"1,5,7",3,3,3,3,3,3,3,3,1,1,5,1,5,5,1,1,5,5,5,NA,1,14,France,High income,2,,6,1,,3,
R_2711yhTsy3HLZOp,FR,4,4,4,5,4,Loss of biodiversity ,Marine submersion and flooding,Unbearable temperature,"2,10,12",0,1,0,0,0,0,1,0,1,0,,5,4,5,4,4,5,5,3,5,5,5,5,5,5,1,5,1,5,5,4,"1,6,8",,"1,6,8",3,3,3,3,3,3,2,3,1,1,5,1,5,5,1,5,5,5,1,5,2,14,France,High income,3,,2,1,,4,
R_1Cfi38EDb2ma8t9,FR,4,4,4,5,4,Fire,Sea level rise,Heat wave,"3,11,14",0,0,1,0,0,0,0,1,0,1,,6,6,5,5,5,4,5,6,6,6,6,6,6,5,2,5,1,NA,5,NA,"5,6,10",,"1,4,6",3,3,3,3,3,2,2,3,2,NA,5,1,5,5,1,2,5,5,1,5,2,14,France,High income,3,,2,1,,4,
R_1nUPSbhLWyJQRxH,FR,4,3,3,5,4,Increase of extreme events,Global warming,prevents cultivation?,"1,2,4",1,1,0,1,0,0,0,0,0,0,,3,5,5,5,4,3,4,2,4,2,5,2,5,2,3,4,1,5,5,5,"1,4,6",,"1,6,8",3,3,3,2,2,2,2,3,3,1,5,2,5,4,2,1,5,5,2,5,3,14,France,High income,3,,2,2,,4,
R_1rHMblStmx5T17y,FR,4,4,4,5,3,Sea level rise,Increase in heat waves/drought,,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,3,5,5,5,5,3,3,6,4,2,4,6,5,2,2,1,5,5,4,"4,6,8",,"1,4,7",3,3,3,2,3,2,2,2,2,1,5,1,5,5,1,1,4,4,2,5,1,14,France,High income,3,,2,1,,4,
R_AnBFjNGbbKfhiy5,FR,4,4,4,5,3,Warming,Air pollution,Loss of biodiversity,"3,8,9",0,0,1,0,0,0,0,0,0,0,,4,4,5,3,4,4,3,2,3,2,3,4,2,4,2,4,2,4,4,4,"1,7,9",,"1,4,6",3,3,3,2,3,2,2,2,2,2,4,2,3,4,2,4,4,3,1,4,2,14,France,High income,3,,2,2,,4,
R_31AgV7ro5tWLuk6,FR,4,4,4,2,4,Warming temperatures,Sea level rise,Pollution of natural resources,"1,4,12",1,0,0,1,0,0,0,0,1,0,,5,4,5,5,5,5,3,3,4,6,6,5,6,5,1,5,1,NA,5,3,"6,8,9",,"1,3,5",3,3,3,3,3,3,2,2,2,1,5,1,5,5,3,4,5,4,3,4,1,14,France,High income,NA,Few interactions,2,1,,5,
R_2X6AdXqUMQhdXUU,FR,4,4,4,4,4,Sea level rise,Drought,Displacement of species,"1,8,9",1,0,0,0,0,0,0,0,0,0,,4,4,3,3,4,5,3,4,3,4,4,4,3,5,3,5,1,5,5,4,"5,8,9",,"1,5,6",2,2,3,3,3,2,3,3,2,1,5,3,4,5,NA,4,5,4,3,4,1,14,France,High income,2,,2,1,,4,
R_2YPM13gTqbrv4rA,FR,4,4,4,4,4,Increasing ocean temperatures,,,"1,2,5",1,1,0,0,0,0,0,0,0,0,,4,4,4,4,5,5,5,3,3,4,5,4,6,5,4,5,1,5,5,4,"5,6,8",,"1,5,6",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,5,5,3,4,5,5,2,4,2,14,France,High income,3,,2,1,,5,
R_3EsceeWEiHB8g7t,FR,4,5,5,4,4,Biodiversity,Unstable climate,future,"2,4,10",0,1,0,1,0,0,1,0,0,0,,5,6,5,5,4,3,4,2,3,3,6,5,2,5,2,4,2,5,4,4,"3,4,8",,"1,6,8",3,3,3,3,3,3,2,3,3,1,5,2,5,5,1,1,5,5,1,5,1,14,France,High income,2,,2,2,,5,
R_2fANoMB0ntILcu0,FR,4,5,5,4,4,Heat,Flooding,Drought,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,4,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,4,5,4,"1,9,10",,"5,6,7",3,3,3,3,3,2,3,2,2,2,5,2,5,5,2,5,5,5,1,5,3,14,France,High income,3,,2,1,,5,
R_2xKSkOSKQakFPYq,FR,4,4,4,3,3,Increase of extreme events,Soil drying/depletion,,"2,4,10",0,1,0,1,0,0,1,0,0,0,,4,6,3,5,5,3,3,6,6,5,6,4,6,4,2,4,1,NA,4,NA,"1,6,7",,"1,3,6",3,3,3,3,3,2,2,2,1,2,4,1,5,5,1,NA,5,4,1,4,1,14,France,High income,2,,2,2,,3,
R_2X1efItBDQtzsAr,FR,4,3,3,4,4,Increase in air and sea temperatures,Changes in seasons,Ocean acidification,"5,8,9",0,0,0,0,0,0,0,0,0,0,,4,3,4,5,5,5,4,4,5,5,4,5,4,5,1,4,1,4,5,5,"5,8,9",,"1,6,8",2,3,3,3,3,2,2,2,2,5,5,1,5,5,2,5,5,5,1,5,3,14,France,High income,3,,3,2,,5,
R_1hFomsWsklkEQIJ,FR,4,4,4,4,4,Flooding,Sea level rise,Loss of biodiversity,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,3,4,5,4,5,4,3,5,4,3,4,3,5,2,4,1,5,4,4,"2,6,9",,"1,5,6",3,2,3,3,3,2,3,2,2,4,5,2,5,5,3,1,5,5,2,4,1,14,France,High income,2,,5,1,,4,
R_1IGbgK1O1kdrGST,FR,3,4,4,2,3,Increasing temperatues,Sea level rise,,"1,2,8",1,1,0,0,0,0,0,0,0,0,,4,6,5,3,3,4,4,6,3,3,4,5,3,5,3,4,2,4,4,5,"5,7,9",,"1,3,8",2,3,3,3,3,3,NA,2,2,3,5,2,5,5,4,3,5,4,4,5,1,14,France,High income,2,,6,2,,2,
R_2QuLniNdOuvLRNf,FR,4,4,4,4,4,Loss of biodiversity ,"Natural catastophes (fire, floods) ",,"2,5,13",0,1,0,0,0,0,0,0,0,0,,3,3,4,4,3,4,5,3,4,5,4,3,2,5,2,4,1,5,5,4,"7,8,9",,"1,3,8",2,3,NA,2,2,2,2,2,2,1,5,1,5,5,1,4,5,5,2,5,2,14,France,High income,3,,4,1,,4,
R_1gzS52SxhdlvAp4,FR,4,4,4,4,4,Loss of biodiversity ,,,"1,2,9",1,1,0,0,0,0,0,0,0,0,,5,5,5,4,4,3,2,4,2,4,3,5,3,5,1,5,1,5,5,5,"4,8,9",,"1,4,8",3,3,2,2,3,3,3,2,1,1,5,1,5,5,2,NA,5,4,2,5,1,14,France,High income,NA,PhD student in marine biology and ecology,2,1,,5,
R_2YPzSbwc1Xut1QG,FR,4,5,5,2,3,Atmospheric pollution ,Sea level rise,,"1,2,12",1,1,0,0,0,0,0,0,1,0,,4,3,5,3,5,5,2,2,4,4,5,5,3,5,1,5,1,5,5,4,"1,7,10",,"1,5,6",3,3,3,2,3,3,2,2,1,2,5,1,5,4,1,5,5,5,1,5,1,14,France,High income,2,,6,1,,5,
R_3MaI0eeSB2GP1dG,FR,4,4,4,3,4,Temperature rise,Rain,Storms,"1,2,11",1,1,0,0,0,0,0,1,0,0,,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,1,4,4,2,"1,6,7",,"1,5,6",3,3,3,3,3,3,3,3,2,1,5,1,5,5,1,5,5,5,1,5,1,14,France,High income,2,,4,1,,3,
R_1QAafeMj7VpzmUL,FR,4,4,4,4,4,"Oceans, our lungs ",,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,5,5,4,5,4,4,5,5,6,5,5,3,5,1,5,1,5,5,2,"3,5,9",,"1,6,8",2,3,3,3,3,3,3,2,1,4,5,1,5,5,1,5,5,4,1,4,1,14,France,High income,2,,4,2,,4,
R_2Qn982BgftLCb1z,FR,4,4,4,3,3,Rise in sea temperature,heat waves and torrential rains,,"8,9,13",0,0,0,0,0,0,0,0,0,0,,5,5,5,3,4,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,"2,3,5",,"1,2,5",3,3,3,3,3,3,3,3,2,4,5,2,5,5,2,4,5,5,2,5,1,14,France,High income,2,,5,1,,3,
R_3RvAuYMc6slU96j,FR,4,4,4,4,3,Migration of climate refugees,Sea level rise,Shifts in agriculture,"2,8,15",0,1,0,0,0,0,0,0,0,0,Production d'oxygène,3,4,4,2,3,4,3,3,2,2,3,4,2,5,2,4,1,5,4,5,"2,6,10",,"1,5,6",2,3,3,3,2,3,2,3,2,1,5,2,4,4,1,4,4,4,1,5,1,14,France,High income,2,,5,2,,4,
R_1mEkA8DRVD8rYTm,FR,4,4,4,4,4,Lack of water ,unmarked seasons,,"2,3,10",0,1,1,0,0,0,1,0,0,0,,4,5,5,3,5,5,4,4,5,4,4,5,4,5,2,4,1,4,5,4,"2,5,9",,"1,5,6",3,NA,3,3,3,3,3,3,2,2,5,1,5,5,2,5,5,5,2,5,2,14,France,High income,2,,4,2,,4,
R_12b9UdO5I06J4Rn,FR,4,4,4,2,4,Melting glaciers ,,,"2,5,8",0,1,0,0,0,0,0,0,0,0,,4,5,5,5,4,5,4,4,5,4,5,5,5,5,1,5,1,5,4,4,"1,2,4",,"3,5,8",3,3,3,3,3,3,3,3,1,2,5,2,4,4,2,3,5,4,3,4,1,14,France,High income,2,,5,1,,4,
R_2qq0V8zE9svVnXg,FR,4,4,4,3,4,Sea level rise,Temperature rise,Storms,"1,2,5",1,1,0,0,0,0,0,0,0,0,,4,5,5,4,4,3,3,3,4,4,4,4,4,5,2,4,2,5,4,4,"4,6,8",,"4,5,6",3,3,3,2,3,2,3,2,3,1,5,2,4,4,2,5,5,4,2,5,1,14,France,High income,2,,5,2,,3,
R_1Lhbe6SYBVTGPXn,FR,4,5,5,3,4,Increasing temperatures,Lack of water,"Air, soil and water pollution.","1,9,13",1,0,0,0,0,0,0,0,0,0,,5,5,5,4,5,4,3,3,4,3,5,5,4,5,1,5,1,5,5,3,"6,8,9",,"3,5,6",3,3,3,3,3,3,3,3,2,4,5,2,5,5,1,1,5,5,1,5,1,14,France,High income,2,,4,1,,4,
R_psotqdUcTxXlGxz,FR,4,5,5,4,4,Pollution ,Epidemics,Extreme weather events,"1,6,7",1,0,0,0,1,1,0,0,0,0,,4,4,5,3,4,5,5,4,5,3,5,5,3,5,2,5,1,5,5,3,"2,5,9",,"1,6,8",2,3,3,3,3,3,2,1,2,4,5,1,5,5,3,5,5,4,3,5,1,14,France,High income,2,,4,2,,3,
R_2Qo2tKqR45xI3v4,FR,4,4,4,3,3,airplane,overconsumption,,"2,8,11",0,1,0,0,0,0,0,1,0,0,,2,6,4,5,4,3,3,3,4,4,4,4,3,2,1,2,2,5,4,4,"1,2,10",,"4,6,7",1,3,3,3,3,2,2,2,2,2,5,3,4,5,4,5,5,5,1,5,2,14,France,High income,2,,2,2,,4,
R_6Ej030aqw5Qeng5,FR,4,5,5,4,4,Drought,Fire,Loss of biodiversity,"1,2,13",1,1,0,0,0,0,0,0,0,0,,4,2,5,4,5,5,5,2,4,5,3,3,2,5,1,5,1,5,5,5,"7,8,9",,"4,5,6",3,3,3,3,3,2,2,2,1,1,5,1,5,4,1,5,5,5,2,5,1,14,France,High income,NA,I am a retired merchant seaman,5,2,,NA,Engineer
R_1DqDnWIMAkZGd0V,FR,4,5,5,3,4,Species mutation,,,"1,5,8",1,0,0,0,0,0,0,0,0,0,,3,4,5,4,3,4,4,3,3,3,3,3,2,5,2,5,2,5,5,3,"5,7,8",,"1,5,6",3,2,2,2,3,3,2,2,2,2,5,1,5,4,2,NA,4,4,2,4,1,14,France,High income,2,,5,2,,3,
R_3fZw3hehoqFhmRV,FR,4,4,4,3,4,Sea level rie,Disappearance of fauna,Natural hazards,"3,5,6",0,0,1,0,1,0,0,0,0,0,,5,5,5,5,4,4,5,3,5,5,5,5,4,5,2,5,1,5,5,5,"4,5,6",,"1,5,6",3,3,3,3,3,3,3,2,2,1,5,1,5,5,1,5,5,5,1,5,2,14,France,High income,2,,4,1,,4,
R_27VXW6CdaGHbh8o,FR,4,4,4,5,3,incoherent temperatures /seasons,Sea  level rise,Fires,"1,2,3",1,1,1,0,0,0,0,0,0,0,,3,4,4,3,4,4,3,3,3,2,3,4,4,5,1,3,1,5,4,4,"1,6,10",,"1,4,6",3,3,3,2,3,2,2,3,3,2,5,1,5,2,3,4,4,4,2,4,1,14,France,High income,2,,4,2,,4,
R_2e9zYBPZZvG20UX,FR,4,4,4,4,3,Weather,Sea level,Ice caps,"1,2,12",1,1,0,0,0,0,0,0,1,0,,4,2,4,3,4,3,3,4,3,3,3,3,3,5,2,4,1,5,4,5,"1,6,8",,"3,4,8",2,2,3,2,2,3,1,1,2,1,5,1,5,4,2,4,4,4,2,4,1,14,France,High income,2,,6,2,,4,
R_Rb06oGxXsr0jjDH,FR,4,5,5,4,4,Heat wave,,,"1,2,8",1,1,0,0,0,0,0,0,0,0,,4,5,5,4,4,3,3,3,4,6,5,4,3,5,2,4,1,5,5,5,"3,6,8",,"1,5,7",3,3,3,2,3,3,2,2,3,1,5,1,5,5,3,3,4,5,2,4,1,14,France,High income,2,,5,2,,4,
R_2f2Dqf8d1loLUe5,FR,4,3,3,3,3,Disapearance of marine species,,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,4,5,5,4,4,4,6,6,6,3,4,3,5,2,4,1,5,5,5,"2,3,8",,"1,6,8",3,3,3,3,3,3,3,2,1,1,5,1,5,4,1,1,5,5,1,5,1,14,France,High income,2,,4,2,,3,
R_1JEdpThpnqnnxHW,FR,4,4,4,3,3,Sea level rise,Disruption of the seasons,The increase in natural disasters,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,4,5,5,4,4,5,3,3,4,4,5,3,5,1,4,1,5,5,3,"1,6,8",,"1,2,4",2,2,3,3,2,3,2,3,3,2,5,1,4,4,3,3,4,4,4,5,1,14,France,High income,NA,My job is to analyze the quality of marine waters and to do their follow-up,2,1,,3,
R_1hA3QqHPBurJ72W,FR,4,4,4,3,4,Heat wave,,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,6,5,5,5,4,4,3,3,4,4,5,6,5,2,4,2,4,4,4,"2,5,9",,"1,5,6",3,3,3,3,3,3,3,3,2,4,5,2,4,4,1,4,5,4,2,4,1,14,France,High income,2,,4,2,,4,
R_1E4DkNtIcBElNwZ,FR,4,4,4,4,4,More intense precipitation,Rise in ocean temperature,Sea level rise,"2,8,10",0,1,0,0,0,0,1,0,0,0,,3,4,4,3,4,4,4,4,4,4,4,3,3,5,2,4,2,5,4,4,"1,6,10",,"1,4,5",3,3,3,2,2,2,2,3,2,2,4,1,4,4,2,NA,4,5,1,5,2,14,France,High income,3,,2,1,,4,
R_2rDyGgIFOcOh5wC,FR,3,3,3,3,3,Famine in certain countries,Lack of drinking water ,Ecological fundamentalism,"2,3,8",0,1,1,0,0,0,0,0,0,0,,2,4,5,3,3,3,3,4,5,2,3,4,4,5,4,3,3,4,2,4,"7,8,10",,"1,2,7",2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,4,4,2,14,France,High income,2,,5,2,,5,
R_1DToRGez1xH9OB2,FR,4,4,4,4,4,"Heat, dryness",,,"1,8,9",1,0,0,0,0,0,0,0,0,0,,3,2,5,3,3,3,4,3,3,2,4,3,3,5,4,4,1,5,5,5,"5,7,8",,"1,5,6",3,3,3,3,3,3,3,3,2,1,4,2,5,5,1,5,5,5,4,5,1,14,France,High income,2,,5,1,,3,
R_2CVC1UHGSY24IbY,FR,4,4,4,2,4,Sea level rise,Disruption of the seasons,melting snow glaciers,"1,3,13",1,0,1,0,0,0,0,0,0,0,,5,4,5,5,4,5,4,4,4,3,4,4,3,5,1,5,1,5,5,5,"1,2,7",,"1,2,4",3,3,3,3,3,3,3,3,2,1,5,1,5,NA,1,1,5,5,1,5,2,14,France,High income,2,,3,2,,4,
R_3GeJz2mFvHEJKLp,FR,4,4,4,4,3,Flooding,cyclone storm,Heat wave,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,3,5,3,4,6,4,2,4,3,4,4,2,5,2,2,2,4,4,4,"1,5,8",,"1,5,6",3,3,3,3,3,3,2,2,3,2,4,2,4,4,2,4,4,4,2,4,1,14,France,High income,2,,4,2,,4,
R_YVL9NCNLgvDly6d,FR,4,4,4,3,4,more violent winds > tornadoes,Increasingly violent storms,,"2,3,4",0,1,1,1,0,0,0,0,0,0,,3,3,5,4,4,5,4,3,2,3,3,5,3,5,2,4,2,4,5,3,"6,8,9",,"2,3,5",3,3,3,3,3,2,2,2,2,1,4,1,5,5,2,5,5,5,1,5,2,14,France,High income,2,,3,2,,2,
R_1FCCZisUEFJN2xC,FR,3,4,4,3,4,Temperature ,,,"1,2,14",1,1,0,0,0,0,0,0,0,1,,4,2,3,3,3,3,3,2,3,4,3,3,3,5,2,5,1,5,5,5,"5,7,9",,"1,3,8",3,3,3,3,3,3,3,3,3,1,5,2,4,5,3,3,4,5,NA,5,1,14,France,High income,2,,2,1,,4,
R_2dA29nbmZX7cDPQ,FR,4,5,5,5,4,Loss of biodiversity ,Extreme weather events,"unprepared policies, business","1,2,14",1,1,0,0,0,0,0,0,0,1,,5,4,5,4,5,4,4,3,4,4,5,4,4,4,2,4,1,4,3,4,"2,7,8",,"1,5,8",3,3,3,2,3,3,2,2,3,5,4,1,5,5,4,4,4,5,1,NA,2,14,France,High income,2,,5,2,,4,
R_ewVC0SHoeoIJBsZ,FR,4,5,5,5,4,Rise in temperature,Sea level rise,,"4,8,9",0,0,0,1,0,0,0,0,0,0,,5,5,5,4,5,4,4,4,4,4,5,5,6,5,1,5,1,5,5,5,"2,3,6",,"1,3,6",3,3,3,3,3,3,3,3,1,1,5,1,4,5,2,5,5,4,NA,5,2,14,France,High income,3,,3,1,,4,
R_ZabL2jPaO0sxQCR,FR,4,5,5,2,4,Storm,Temperature,,"3,8,14",0,0,1,0,0,0,0,0,0,1,,5,3,5,5,5,5,5,3,4,3,3,5,3,4,2,5,1,4,4,3,"5,8,10",,"4,5,8",3,NA,3,3,NA,3,3,3,2,3,5,2,5,4,2,2,5,4,3,3,1,14,France,High income,2,,4,1,,2,
R_10Z6yR0P72zjBC4,FR,4,4,4,4,3,Biodiversity,Warming,,"1,2,10",1,1,0,0,0,0,1,0,0,0,,4,2,5,3,4,4,4,6,6,6,6,4,3,4,3,4,2,5,NA,4,"1,2,3",,"1,4,7",2,3,3,2,3,3,1,1,4,2,4,NA,3,4,2,4,4,4,3,3,1,14,France,High income,2,,4,2,,4,
R_32QjKSn2i7MKcjN,FR,4,4,4,4,4,Drought,Erosion,Invasive species,"2,6,9",0,1,0,0,1,0,0,0,0,0,,2,2,3,3,3,4,3,2,3,4,6,3,3,4,3,5,1,5,5,5,"1,3,8",,"1,2,4",3,2,3,2,3,2,2,2,2,2,5,2,5,5,2,4,5,5,2,5,3,14,France,High income,2,,2,2,,4,
R_2czt2Jfzn56gEPb,FR,4,5,5,4,3,Disappearance of species and biodiversity,Rapid and extreme weather events,,"1,2,5",1,1,0,0,0,0,0,0,0,0,,5,5,5,5,5,4,4,3,4,5,5,5,4,5,2,5,1,NA,5,3,"7,8,9",,"1,3,8",3,3,3,3,3,3,3,3,1,1,5,1,5,5,1,4,5,5,1,5,1,14,France,High income,2,,3,2,,3,
R_ON0XypdD0QcerUB,FR,4,4,4,4,4,Sea level rise,Desertification,agriculture heavily impacted,"2,8,9",0,1,0,0,0,0,0,0,0,0,,3,2,3,2,4,4,4,2,3,3,4,2,2,5,2,4,1,5,4,4,"2,3,7",,"1,4,6",2,2,3,3,2,3,2,2,2,3,4,3,4,5,4,4,4,4,1,4,1,14,France,High income,3,,6,2,,4,
R_1is0kqTXvuXLrv0,FR,4,4,4,3,3,Heat wave,Sea level rise,,"2,5,10",0,1,0,0,0,0,1,0,0,0,,3,1,4,4,4,3,3,3,3,2,3,4,3,4,3,4,1,4,4,4,"2,6,8",,"5,6,7",3,3,2,2,3,2,2,2,2,2,5,2,2,5,2,4,5,4,2,4,1,14,France,High income,2,,3,1,,4,
R_3MEvp6Z1tXnzqH4,FR,4,4,4,4,3,Difficulties for biodiversity,,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,2,3,3,3,4,4,3,4,4,4,4,3,5,2,4,1,4,3,4,"3,8,10",,"1,4,7",3,3,2,2,3,3,3,2,1,1,3,2,4,4,2,4,5,4,3,4,1,14,France,High income,2,,3,2,,NA,Engineer
R_1jqd1pMFAQUdlsE,FR,4,4,4,3,4,Sea level rise,Modification of the coastline,,"1,2,3",1,1,1,0,0,0,0,0,0,0,,4,3,4,4,4,4,4,3,4,4,3,3,4,5,3,NA,1,5,5,NA,"1,3,9",,"1,5,7",3,3,3,3,3,3,3,3,2,1,5,1,5,5,1,4,5,5,2,4,1,14,France,High income,2,,5,1,,4,
R_3MKASCROffj6JNb,FR,4,3,3,4,2,Flooding,Heat waves,Submersion,"2,3,9",0,1,1,0,0,0,0,0,0,0,,4,3,4,4,5,3,4,2,2,2,3,4,4,5,2,4,2,5,4,4,"1,6,10",,"3,4,5",3,3,3,3,3,3,3,3,3,2,3,3,4,5,2,2,4,4,3,4,3,14,France,High income,3,,4,1,,4,
R_3qBswJ4UGdkTY18,FR,4,5,5,2,4,Food,Mental health,Biodiversity,"1,2,7",1,1,0,0,0,1,0,0,0,0,,5,4,5,3,4,5,5,3,5,3,3,5,3,5,1,4,1,5,5,5,"2,5,6",,"1,5,6",3,3,3,3,3,2,2,2,1,1,4,3,5,5,1,4,5,5,1,4,2,14,France,High income,2,,2,2,,5,
R_4UvLFHwtvRtK11L,FR,4,4,4,4,4,Loss of biodiversity ,Resource scarcity,,"1,5,9",1,0,0,0,0,0,0,0,0,0,,4,4,5,5,4,5,5,3,5,5,5,5,3,5,2,5,1,5,5,5,"1,3,6",,"1,6,7",3,3,3,3,3,3,3,3,2,1,5,1,5,5,1,5,5,5,2,5,2,14,France,High income,3,,2,1,,4,
R_8qvbyNfD8l1wdu9,FR,4,5,5,3,4,Rising temperatures,Sea level rise,Climate refugees,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,4,5,5,5,3,4,3,5,4,4,3,3,5,2,5,1,5,5,5,"4,6,9",,"1,5,6",3,3,3,2,3,2,2,2,1,1,5,1,5,5,1,5,5,5,1,5,1,14,France,High income,2,,3,2,,3,
R_2akLSSRLXp5J5uB,FR,4,3,3,4,4,permafrost thaw,Increased temperature gap,Increase in natural disasters,"1,4,12",1,0,0,1,0,0,0,0,1,0,,5,5,4,4,5,3,3,3,4,4,4,5,3,5,4,4,1,5,5,4,"3,5,9",,"1,4,7",3,2,2,2,3,2,2,2,2,1,5,1,4,5,2,4,5,5,NA,5,1,14,France,High income,2,,2,2,,4,
R_bjaEiw65n4tp1HX,FR,4,5,5,5,4,China,Brazil,Russia,"1,2,8",1,1,0,0,0,0,0,0,0,0,,4,5,4,4,3,4,5,5,4,2,5,3,4,5,1,5,1,5,4,5,"1,8,10",,"1,4,6",3,3,3,3,3,2,2,2,1,4,5,1,5,5,5,5,5,4,1,5,1,14,France,High income,2,,2,2,,4,
R_2aG0TmybSfeDKQz,FR,4,3,3,3,4,Sea level,coral reef survival,Ocean acidification,"1,5,9",1,0,0,0,0,0,0,0,0,0,,4,3,3,3,4,4,3,3,4,3,3,4,2,5,2,4,1,5,5,5,"1,3,5",,"4,5,6",3,3,3,3,3,3,3,3,2,3,5,1,4,5,2,4,5,5,2,4,3,14,France,High income,3,,6,2,,5,
R_2Qyaprazor4Hauq,FR,4,5,5,5,4,Freshwater,Temperature,Agriculture,"1,5,9",1,0,0,0,0,0,0,0,0,0,,5,5,5,4,5,5,3,4,4,4,5,5,3,5,1,5,1,5,5,5,"2,8,9",,"1,3,6",3,3,3,3,3,3,3,3,3,1,5,3,4,5,3,4,5,5,2,1,1,14,France,High income,2,,4,1,,5,
R_RQR6lQ56l1sM5Nv,FR,4,4,4,4,4,"Extreme climates (Drought, flooding)",Migration,Childrens future,"1,2,8",1,1,0,0,0,0,0,0,0,0,,3,4,5,6,5,3,2,2,5,4,3,4,2,5,4,5,1,4,4,4,"2,5,9",,"1,6,7",3,3,3,3,2,1,2,2,1,1,5,1,5,5,4,5,5,5,1,5,1,14,France,High income,2,,3,1,,4,
R_7P4mz5EvEWlYla1,FR,4,4,4,4,4,Economic impacts ,Flora and fauna,,"2,4,10",0,1,0,1,0,0,1,0,0,0,,3,2,4,3,4,4,3,4,4,3,5,4,4,5,2,5,2,5,4,5,"1,7,8",,"1,2,6",3,2,3,2,3,2,3,2,2,3,5,2,4,2,4,4,4,4,3,4,1,14,France,High income,2,,5,2,,4,
R_AasitJFyShIN5UR,FR,4,2,2,3,2,catastrophic weather events,Consequences on agriculture,consequences on exposed habitats,"1,2,10",1,1,0,0,0,0,1,0,0,0,,4,2,4,1,2,4,4,1,3,3,3,4,2,4,NA,2,NA,4,2,5,"5,7,8",,"2,5,7",2,2,2,2,2,2,2,2,2,1,NA,2,4,4,NA,2,2,5,5,NA,1,14,France,High income,2,,6,2,,5,
R_1mUcJnM5qDSrpYY,FR,3,3,3,4,3,Drought/flood cycles,"Air, water, soil pollution",,"1,2,3",1,1,1,0,0,0,0,0,0,0,,3,3,4,3,3,4,3,3,4,2,6,3,6,5,2,3,2,3,4,5,"1,6,8",,"1,2,5",3,3,3,3,3,3,NA,NA,3,2,4,NA,4,4,2,4,3,4,2,4,1,14,France,High income,2,,6,1,,4,
R_1gI148uuySjCmTA,FR,4,4,4,4,4,"Disaster: storms, floods",Drought (water cuts),,"1,4,9",1,0,0,1,0,0,0,0,0,0,,3,6,4,4,4,6,3,2,4,6,4,4,3,5,NA,3,1,5,4,5,"3,8,9",,"4,5,7",3,3,3,2,3,2,3,2,2,1,5,1,3,4,1,5,5,4,2,4,1,14,France,High income,2,,3,1,,4,
R_1kUhgZRVexsnoXt,FR,4,5,5,2,4,Disappearance of flora and fauna,Submersion,Heat wave,"1,2,4",1,1,0,1,0,0,0,0,0,0,,3,5,5,5,5,5,4,4,4,5,5,5,4,5,2,5,1,5,5,5,"1,7,10",,"1,3,4",3,3,3,3,3,3,3,3,2,1,4,2,5,5,2,5,5,4,2,5,1,14,France,High income,2,,3,1,,3,
